Variable,Label,Code,Category,Frequency,Percent,Missing
usclass1,"TRADITIONAL CLASS DIVISIONS STILL REMAIN",1.0,"STRONGLY AGREE",230.0,0.0,
usclass1,"TRADITIONAL CLASS DIVISIONS STILL REMAIN",2.0,"SOMEWHAT AGREE",750.0,0.01,
usclass1,"TRADITIONAL CLASS DIVISIONS STILL REMAIN",3.0,"SOMEWHT DISAGREE",323.0,0.01,
usclass1,"TRADITIONAL CLASS DIVISIONS STILL REMAIN",4.0,"STRNGLY DISAGREE",92.0,0.0,
usclass1,"TRADITIONAL CLASS DIVISIONS STILL REMAIN",8.0,"NO OPINION",51.0,0.0,*
usclass1,"TRADITIONAL CLASS DIVISIONS STILL REMAIN",9.0,"NA",27.0,0.0,*
usclass2,"ACHIEVEMENT DEPENDS ON FAMILY BACKGROUND",0.0,"IAP",58126.0,0.98,*
usclass2,"ACHIEVEMENT DEPENDS ON FAMILY BACKGROUND",1.0,"STRONGLY AGREE",133.0,0.0,
usclass2,"ACHIEVEMENT DEPENDS ON FAMILY BACKGROUND",2.0,"SOMEWHAT AGREE",508.0,0.01,
usclass2,"ACHIEVEMENT DEPENDS ON FAMILY BACKGROUND",3.0,"SOMEWHT DISAGREE",469.0,0.01,
usclass2,"ACHIEVEMENT DEPENDS ON FAMILY BACKGROUND",4.0,"STRNGLY DISAGREE",312.0,0.01,
usclass2,"ACHIEVEMENT DEPENDS ON FAMILY BACKGROUND",8.0,"NO OPINION",26.0,0.0,*
usclass2,"ACHIEVEMENT DEPENDS ON FAMILY BACKGROUND",9.0,"NA",25.0,0.0,*
usclass3,"ACHIEVEMENT DEPENDS ON EDUC AND ABILITY",0.0,"IAP",58126.0,0.98,*
usclass3,"ACHIEVEMENT DEPENDS ON EDUC AND ABILITY",1.0,"STRONGLY AGREE",573.0,0.01,
usclass3,"ACHIEVEMENT DEPENDS ON EDUC AND ABILITY",2.0,"SOMEWHAT AGREE",639.0,0.01,
usclass3,"ACHIEVEMENT DEPENDS ON EDUC AND ABILITY",3.0,"SOMEWHT DISAGREE",191.0,0.0,
usclass3,"ACHIEVEMENT DEPENDS ON EDUC AND ABILITY",4.0,"STRNGLY DISAGREE",24.0,0.0,
usclass3,"ACHIEVEMENT DEPENDS ON EDUC AND ABILITY",8.0,"NO OPINION",21.0,0.0,*
usclass3,"ACHIEVEMENT DEPENDS ON EDUC AND ABILITY",9.0,"NA",25.0,0.0,*
usclass4,"ONES OWN EFFORTS DONT COUNT",0.0,"IAP",58126.0,0.98,*
usclass4,"ONES OWN EFFORTS DONT COUNT",1.0,"STRONGLY AGREE",112.0,0.0,
usclass4,"ONES OWN EFFORTS DONT COUNT",2.0,"SOMEWHAT AGREE",490.0,0.01,
usclass4,"ONES OWN EFFORTS DONT COUNT",3.0,"SOMEWHT DISAGREE",512.0,0.01,
usclass4,"ONES OWN EFFORTS DONT COUNT",4.0,"STRNGLY DISAGREE",301.0,0.01,
usclass4,"ONES OWN EFFORTS DONT COUNT",8.0,"NO OPINION",31.0,0.0,*
usclass4,"ONES OWN EFFORTS DONT COUNT",9.0,"NA",27.0,0.0,*
usclass5,"PERSONAL INCOME NOT DETERMINED BY WORK",0.0,"IAP",58126.0,0.98,*
usclass5,"PERSONAL INCOME NOT DETERMINED BY WORK",1.0,"STRONGLY AGREE",163.0,0.0,
usclass5,"PERSONAL INCOME NOT DETERMINED BY WORK",2.0,"SOMEWHAT AGREE",316.0,0.01,
usclass5,"PERSONAL INCOME NOT DETERMINED BY WORK",3.0,"SOMEWHT DISAGREE",492.0,0.01,
usclass5,"PERSONAL INCOME NOT DETERMINED BY WORK",4.0,"STRNGLY DISAGREE",444.0,0.01,
usclass5,"PERSONAL INCOME NOT DETERMINED BY WORK",8.0,"NO OPINION",29.0,0.0,*
usclass5,"PERSONAL INCOME NOT DETERMINED BY WORK",9.0,"NA",29.0,0.0,*
usclass6,"DIFFERENCES IN CLASS ARE AN INCENTIVE",0.0,"IAP",58126.0,0.98,*
usclass6,"DIFFERENCES IN CLASS ARE AN INCENTIVE",1.0,"STRONGLY AGREE",154.0,0.0,
usclass6,"DIFFERENCES IN CLASS ARE AN INCENTIVE",2.0,"SOMEWHAT AGREE",653.0,0.01,
usclass6,"DIFFERENCES IN CLASS ARE AN INCENTIVE",3.0,"SOMEWHT DISAGREE",411.0,0.01,
usclass6,"DIFFERENCES IN CLASS ARE AN INCENTIVE",4.0,"STRNGLY DISAGREE",139.0,0.0,
usclass6,"DIFFERENCES IN CLASS ARE AN INCENTIVE",8.0,"NO OPINION",90.0,0.0,*
usclass6,"DIFFERENCES IN CLASS ARE AN INCENTIVE",9.0,"NA",26.0,0.0,*
usclass7,"DIFFERENCES IN CLASS REFLECT OWN EFFORT",0.0,"IAP",58126.0,0.98,*
usclass7,"DIFFERENCES IN CLASS REFLECT OWN EFFORT",1.0,"STRONGLY AGREE",243.0,0.0,
usclass7,"DIFFERENCES IN CLASS REFLECT OWN EFFORT",2.0,"SOMEWHAT AGREE",794.0,0.01,
usclass7,"DIFFERENCES IN CLASS REFLECT OWN EFFORT",3.0,"SOMEWHT DISAGREE",289.0,0.0,
usclass7,"DIFFERENCES IN CLASS REFLECT OWN EFFORT",4.0,"STRNGLY DISAGREE",69.0,0.0,
usclass7,"DIFFERENCES IN CLASS REFLECT OWN EFFORT",8.0,"NO OPINION",51.0,0.0,*
usclass7,"DIFFERENCES IN CLASS REFLECT OWN EFFORT",9.0,"NA",27.0,0.0,*
usclass8,"SOCIAL DIFFERENCES ARE ACCEPTABLE",0.0,"IAP",58126.0,0.98,*
usclass8,"SOCIAL DIFFERENCES ARE ACCEPTABLE",1.0,"STRONGLY AGREE",120.0,0.0,
usclass8,"SOCIAL DIFFERENCES ARE ACCEPTABLE",2.0,"SOMEWHAT AGREE",631.0,0.01,
usclass8,"SOCIAL DIFFERENCES ARE ACCEPTABLE",3.0,"SOMEWHT DISAGREE",474.0,0.01,
usclass8,"SOCIAL DIFFERENCES ARE ACCEPTABLE",4.0,"STRNGLY DISAGREE",164.0,0.0,
usclass8,"SOCIAL DIFFERENCES ARE ACCEPTABLE",8.0,"NO OPINION",58.0,0.0,*
usclass8,"SOCIAL DIFFERENCES ARE ACCEPTABLE",9.0,"NA",26.0,0.0,*
educop,"EQUAL OPPORTUNITY TO OBTAIN EDUCATION?",0.0,"IAP",58126.0,0.98,*
educop,"EQUAL OPPORTUNITY TO OBTAIN EDUCATION?",1.0,"YES",1028.0,0.02,
educop,"EQUAL OPPORTUNITY TO OBTAIN EDUCATION?",2.0,"NO",411.0,0.01,
educop,"EQUAL OPPORTUNITY TO OBTAIN EDUCATION?",8.0,"DK",22.0,0.0,*
educop,"EQUAL OPPORTUNITY TO OBTAIN EDUCATION?",9.0,"NA",12.0,0.0,*
govcare,"GOVT CONCERN FOR SOCIAL WELFARE",0.0,"IAP",58126.0,0.98,*
govcare,"GOVT CONCERN FOR SOCIAL WELFARE",1.0,"TOO MUCH CARE",367.0,0.01,
govcare,"GOVT CONCERN FOR SOCIAL WELFARE",2.0,"ON RIGHT TRACK",1013.0,0.02,
govcare,"GOVT CONCERN FOR SOCIAL WELFARE",8.0,"DK",75.0,0.0,*
govcare,"GOVT CONCERN FOR SOCIAL WELFARE",9.0,"NA",18.0,0.0,*
eqwlth,"SHOULD GOVT REDUCE INCOME DIFFERENCES",0.0,"IAP",28717.0,0.48,*
eqwlth,"SHOULD GOVT REDUCE INCOME DIFFERENCES",1.0,"GOVT REDUCE DIFF",5923.0,0.1,
eqwlth,"SHOULD GOVT REDUCE INCOME DIFFERENCES",7.0,"NO GOVT ACTION",4046.0,0.07,
eqwlth,"SHOULD GOVT REDUCE INCOME DIFFERENCES",8.0,"DK",514.0,0.01,*
eqwlth,"SHOULD GOVT REDUCE INCOME DIFFERENCES",9.0,"NA",97.0,0.0,*
eqwlthy,"GOVT REDUCE INCOME DIFFERENCES-VERSION Y",0.0,"IAP",58828.0,0.99,*
eqwlthy,"GOVT REDUCE INCOME DIFFERENCES-VERSION Y",1.0,"GOVT REDUCE DIFF",145.0,0.0,
eqwlthy,"GOVT REDUCE INCOME DIFFERENCES-VERSION Y",7.0,"NO GOVT ACTION",84.0,0.0,
eqwlthy,"GOVT REDUCE INCOME DIFFERENCES-VERSION Y",8.0,"DK",19.0,0.0,*
eqwlthy,"GOVT REDUCE INCOME DIFFERENCES-VERSION Y",9.0,"NA",3.0,0.0,*
tax,"RS FEDERAL INCOME TAX",0.0,"IAP",26279.0,0.44,*
tax,"RS FEDERAL INCOME TAX",1.0,"TOO HIGH",19821.0,0.33,
tax,"RS FEDERAL INCOME TAX",2.0,"ABOUT RIGHT",11530.0,0.19,
tax,"RS FEDERAL INCOME TAX",3.0,"TOO LOW",326.0,0.01,
tax,"RS FEDERAL INCOME TAX",4.0,"R PAYS NONE<VOL.>",302.0,0.01,
tax,"RS FEDERAL INCOME TAX",8.0,"DK",1126.0,0.02,*
tax,"RS FEDERAL INCOME TAX",9.0,"NA",215.0,0.0,*
spkath,"ALLOW ANTI-RELIGIONIST TO SPEAK",0.0,"IAP",21678.0,0.36,*
spkath,"ALLOW ANTI-RELIGIONIST TO SPEAK",1.0,"ALLOWED",26677.0,0.45,
spkath,"ALLOW ANTI-RELIGIONIST TO SPEAK",2.0,"NOT ALLOWED",10751.0,0.18,
spkath,"ALLOW ANTI-RELIGIONIST TO SPEAK",8.0,"DK",431.0,0.01,*
spkath,"ALLOW ANTI-RELIGIONIST TO SPEAK",9.0,"NA",62.0,0.0,*
colath,"ALLOW ANTI-RELIGIONIST TO TEACH",0.0,"IAP",21678.0,0.36,*
colath,"ALLOW ANTI-RELIGIONIST TO TEACH",4.0,"ALLOWED",19316.0,0.32,
colath,"ALLOW ANTI-RELIGIONIST TO TEACH",5.0,"NOT ALLOWED",17182.0,0.29,
colath,"ALLOW ANTI-RELIGIONIST TO TEACH",8.0,"DK",1320.0,0.02,*
colath,"ALLOW ANTI-RELIGIONIST TO TEACH",9.0,"NA",103.0,0.0,*
libath,"ALLOW ANTI-RELIGIOUS BOOK IN LIBRARY",0.0,"IAP",21678.0,0.36,*
libath,"ALLOW ANTI-RELIGIOUS BOOK IN LIBRARY",1.0,"REMOVE",11725.0,0.2,
libath,"ALLOW ANTI-RELIGIOUS BOOK IN LIBRARY",2.0,"NOT REMOVE",25121.0,0.42,
libath,"ALLOW ANTI-RELIGIOUS BOOK IN LIBRARY",8.0,"DK",981.0,0.02,*
libath,"ALLOW ANTI-RELIGIOUS BOOK IN LIBRARY",9.0,"NA",94.0,0.0,*
spksoc,"ALLOW SOCIALIST TO SPEAK",0.0,"IAP",54998.0,0.92,*
spksoc,"ALLOW SOCIALIST TO SPEAK",1.0,"ALLOWED",3528.0,0.06,
spksoc,"ALLOW SOCIALIST TO SPEAK",2.0,"NOT ALLOWED",896.0,0.02,
spksoc,"ALLOW SOCIALIST TO SPEAK",8.0,"DK",175.0,0.0,*
spksoc,"ALLOW SOCIALIST TO SPEAK",9.0,"NA",2.0,0.0,*
colsoc,"ALLOW SOCIALIST TO TEACH",0.0,"IAP",54998.0,0.92,*
colsoc,"ALLOW SOCIALIST TO TEACH",4.0,"ALLOWED",2609.0,0.04,
colsoc,"ALLOW SOCIALIST TO TEACH",5.0,"NOT ALLOWED",1705.0,0.03,
colsoc,"ALLOW SOCIALIST TO TEACH",8.0,"DK",273.0,0.0,*
colsoc,"ALLOW SOCIALIST TO TEACH",9.0,"NA",14.0,0.0,*
libsoc,"ALLOW SOCIALISTS BOOK IN LIBRARY",0.0,"IAP",54998.0,0.92,*
libsoc,"ALLOW SOCIALISTS BOOK IN LIBRARY",1.0,"REMOVE",1161.0,0.02,
libsoc,"ALLOW SOCIALISTS BOOK IN LIBRARY",2.0,"NOT REMOVE",3181.0,0.05,
libsoc,"ALLOW SOCIALISTS BOOK IN LIBRARY",8.0,"DK",240.0,0.0,*
libsoc,"ALLOW SOCIALISTS BOOK IN LIBRARY",9.0,"NA",19.0,0.0,*
spkrac,"ALLOW RACIST TO SPEAK",0.0,"IAP",26279.0,0.44,*
spkrac,"ALLOW RACIST TO SPEAK",1.0,"ALLOWED",19970.0,0.34,
spkrac,"ALLOW RACIST TO SPEAK",2.0,"NOT ALLOWED",12601.0,0.21,
spkrac,"ALLOW RACIST TO SPEAK",8.0,"DK",641.0,0.01,*
spkrac,"ALLOW RACIST TO SPEAK",9.0,"NA",108.0,0.0,*
colrac,"ALLOW RACIST TO TEACH",0.0,"IAP",26279.0,0.44,*
colrac,"ALLOW RACIST TO TEACH",4.0,"ALLOWED",14666.0,0.25,
colrac,"ALLOW RACIST TO TEACH",5.0,"NOT ALLOWED",17424.0,0.29,
colrac,"ALLOW RACIST TO TEACH",8.0,"DK",1112.0,0.02,*
colrac,"ALLOW RACIST TO TEACH",9.0,"NA",118.0,0.0,*
librac,"ALLOW RACISTS BOOK IN LIBRARY",0.0,"IAP",26279.0,0.44,*
librac,"ALLOW RACISTS BOOK IN LIBRARY",1.0,"REMOVE",11270.0,0.19,
librac,"ALLOW RACISTS BOOK IN LIBRARY",2.0,"NOT REMOVE",20955.0,0.35,
librac,"ALLOW RACISTS BOOK IN LIBRARY",8.0,"DK",984.0,0.02,*
librac,"ALLOW RACISTS BOOK IN LIBRARY",9.0,"NA",111.0,0.0,*
spkcom,"ALLOW COMMUNIST TO SPEAK",0.0,"IAP",21678.0,0.36,*
spkcom,"ALLOW COMMUNIST TO SPEAK",1.0,"ALLOWED",23448.0,0.39,
spkcom,"ALLOW COMMUNIST TO SPEAK",2.0,"NOT ALLOWED",13391.0,0.22,
spkcom,"ALLOW COMMUNIST TO SPEAK",8.0,"DK",988.0,0.02,*
spkcom,"ALLOW COMMUNIST TO SPEAK",9.0,"NA",94.0,0.0,*
colcom,"SHOULD COMMUNIST TEACHER BE FIRED",0.0,"IAP",21678.0,0.36,*
colcom,"SHOULD COMMUNIST TEACHER BE FIRED",4.0,"FIRED",16462.0,0.28,
colcom,"SHOULD COMMUNIST TEACHER BE FIRED",5.0,"NOT FIRED",19144.0,0.32,
colcom,"SHOULD COMMUNIST TEACHER BE FIRED",8.0,"DK",2150.0,0.04,*
colcom,"SHOULD COMMUNIST TEACHER BE FIRED",9.0,"NA",165.0,0.0,*
libcom,"ALLOW COMMUNISTS BOOK IN LIBRARY",0.0,"IAP",21678.0,0.36,*
libcom,"ALLOW COMMUNISTS BOOK IN LIBRARY",1.0,"REMOVE",12802.0,0.21,
libcom,"ALLOW COMMUNISTS BOOK IN LIBRARY",2.0,"NOT REMOVE",23692.0,0.4,
libcom,"ALLOW COMMUNISTS BOOK IN LIBRARY",8.0,"DK",1290.0,0.02,*
libcom,"ALLOW COMMUNISTS BOOK IN LIBRARY",9.0,"NA",137.0,0.0,*
spkmil,"ALLOW MILITARIST TO SPEAK",0.0,"IAP",26279.0,0.44,*
spkmil,"ALLOW MILITARIST TO SPEAK",1.0,"ALLOWED",20298.0,0.34,
spkmil,"ALLOW MILITARIST TO SPEAK",2.0,"NOT ALLOWED",12242.0,0.21,
spkmil,"ALLOW MILITARIST TO SPEAK",8.0,"DK",698.0,0.01,*
spkmil,"ALLOW MILITARIST TO SPEAK",9.0,"NA",82.0,0.0,*
colmil,"ALLOW MILITARIST TO TEACH",0.0,"IAP",26279.0,0.44,*
colmil,"ALLOW MILITARIST TO TEACH",4.0,"ALLOWED",15209.0,0.26,
colmil,"ALLOW MILITARIST TO TEACH",5.0,"NOT ALLOWED",16742.0,0.28,
colmil,"ALLOW MILITARIST TO TEACH",8.0,"DK",1251.0,0.02,*
colmil,"ALLOW MILITARIST TO TEACH",9.0,"NA",118.0,0.0,*
libmil,"ALLOW MILITARISTS BOOK IN LIBRARY",0.0,"IAP",26279.0,0.44,*
libmil,"ALLOW MILITARISTS BOOK IN LIBRARY",1.0,"REMOVE",11344.0,0.19,
libmil,"ALLOW MILITARISTS BOOK IN LIBRARY",2.0,"NOT REMOVE",20869.0,0.35,
libmil,"ALLOW MILITARISTS BOOK IN LIBRARY",8.0,"DK",1000.0,0.02,*
libmil,"ALLOW MILITARISTS BOOK IN LIBRARY",9.0,"NA",107.0,0.0,*
spkhomo,"ALLOW HOMOSEXUAL TO SPEAK",0.0,"IAP",23291.0,0.39,*
spkhomo,"ALLOW HOMOSEXUAL TO SPEAK",1.0,"ALLOWED",26954.0,0.45,
spkhomo,"ALLOW HOMOSEXUAL TO SPEAK",2.0,"NOT ALLOWED",8253.0,0.14,
spkhomo,"ALLOW HOMOSEXUAL TO SPEAK",8.0,"DK",995.0,0.02,*
spkhomo,"ALLOW HOMOSEXUAL TO SPEAK",9.0,"NA",106.0,0.0,*
colhomo,"ALLOW HOMOSEXUAL TO TEACH",0.0,"IAP",23291.0,0.39,*
colhomo,"ALLOW HOMOSEXUAL TO TEACH",4.0,"ALLOWED",24022.0,0.4,
colhomo,"ALLOW HOMOSEXUAL TO TEACH",5.0,"NOT ALLOWED",10947.0,0.18,
colhomo,"ALLOW HOMOSEXUAL TO TEACH",8.0,"DK",1224.0,0.02,*
colhomo,"ALLOW HOMOSEXUAL TO TEACH",9.0,"NA",115.0,0.0,*
libhomo,"ALLOW HOMOSEXUALS BOOK IN LIBRARY",0.0,"IAP",23291.0,0.39,*
libhomo,"ALLOW HOMOSEXUALS BOOK IN LIBRARY",1.0,"REMOVE",11512.0,0.19,
libhomo,"ALLOW HOMOSEXUALS BOOK IN LIBRARY",2.0,"NOT REMOVE",23663.0,0.4,
libhomo,"ALLOW HOMOSEXUALS BOOK IN LIBRARY",8.0,"DK",1017.0,0.02,*
libhomo,"ALLOW HOMOSEXUALS BOOK IN LIBRARY",9.0,"NA",116.0,0.0,*
SPKMSLM,"ALLOW MUSLIM CLERGYMEN PREACHING HATRED OF THE US",0.0,"IAP",53944.0,0.91,*
SPKMSLM,"ALLOW MUSLIM CLERGYMEN PREACHING HATRED OF THE US",1.0,"Yes, allowed",2412.0,0.04,
SPKMSLM,"ALLOW MUSLIM CLERGYMEN PREACHING HATRED OF THE US",2.0,"Not allowed",3155.0,0.05,
SPKMSLM,"ALLOW MUSLIM CLERGYMEN PREACHING HATRED OF THE US",8.0,"DONT KNOW",63.0,0.0,*
SPKMSLM,"ALLOW MUSLIM CLERGYMEN PREACHING HATRED OF THE US",9.0,"NA",25.0,0.0,*
COLMSLM,"ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN TEACHING IN COLLEGE",0.0,"IAP",53944.0,0.91,*
COLMSLM,"ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN TEACHING IN COLLEGE",4.0,"Yes, allowed",1800.0,0.03,
COLMSLM,"ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN TEACHING IN COLLEGE",5.0,"Not allowed",3731.0,0.06,
COLMSLM,"ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN TEACHING IN COLLEGE",8.0,"DONT KNOW",95.0,0.0,*
COLMSLM,"ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN TEACHING IN COLLEGE",9.0,"NA",29.0,0.0,*
LIBMSLM,"ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN'S BOOKS IN LIBRARY",0.0,"IAP",53944.0,0.91,*
LIBMSLM,"ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN'S BOOKS IN LIBRARY",1.0,"REMOVE",2811.0,0.05,
LIBMSLM,"ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN'S BOOKS IN LIBRARY",2.0,"NOT REMOVE",2750.0,0.05,
LIBMSLM,"ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN'S BOOKS IN LIBRARY",8.0,"DK",66.0,0.0,*
LIBMSLM,"ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN'S BOOKS IN LIBRARY",9.0,"NA",28.0,0.0,*
cappun2,"DOES R FAVOR CAPITAL PUNISHMENT",0.0,"IAP",56482.0,0.95,*
cappun2,"DOES R FAVOR CAPITAL PUNISHMENT",1.0,"YES,FAVOR",1750.0,0.03,
cappun2,"DOES R FAVOR CAPITAL PUNISHMENT",2.0,"NO,DONT FAVOR",1151.0,0.02,
cappun2,"DOES R FAVOR CAPITAL PUNISHMENT",8.0,"DK",200.0,0.0,*
cappun2,"DOES R FAVOR CAPITAL PUNISHMENT",9.0,"NA",16.0,0.0,*
cappun,"FAVOR OR OPPOSE DEATH PENALTY FOR MURDER",0.0,"IAP",7500.0,0.13,*
cappun,"FAVOR OR OPPOSE DEATH PENALTY FOR MURDER",1.0,"FAVOR",34932.0,0.59,
cappun,"FAVOR OR OPPOSE DEATH PENALTY FOR MURDER",2.0,"OPPOSE",13730.0,0.23,
cappun,"FAVOR OR OPPOSE DEATH PENALTY FOR MURDER",8.0,"DK",3145.0,0.05,*
cappun,"FAVOR OR OPPOSE DEATH PENALTY FOR MURDER",9.0,"NA",292.0,0.0,*
capimp,"IMPORTANCE OF DEATH PENALTY ISSUE TO R",0.0,"IAP",59115.0,0.99,*
capimp,"IMPORTANCE OF DEATH PENALTY ISSUE TO R",1.0,"ONE OF MOST IMP",67.0,0.0,
capimp,"IMPORTANCE OF DEATH PENALTY ISSUE TO R",2.0,"IMPORTANT",261.0,0.0,
capimp,"IMPORTANCE OF DEATH PENALTY ISSUE TO R",3.0,"NOT VERY IMP",120.0,0.0,
capimp,"IMPORTANCE OF DEATH PENALTY ISSUE TO R",4.0,"NOT IMPORTANT",26.0,0.0,
capimp,"IMPORTANCE OF DEATH PENALTY ISSUE TO R",8.0,"DK",6.0,0.0,*
capimp,"IMPORTANCE OF DEATH PENALTY ISSUE TO R",9.0,"NA",4.0,0.0,*
capinfo,"HOW MUCH INFO R HAS ON DEATH PENALTY",0.0,"IAP",59115.0,0.99,*
capinfo,"HOW MUCH INFO R HAS ON DEATH PENALTY",1.0,"ALL INFO R NEEDS",52.0,0.0,
capinfo,"HOW MUCH INFO R HAS ON DEATH PENALTY",2.0,"MOST OF THE INFO",114.0,0.0,
capinfo,"HOW MUCH INFO R HAS ON DEATH PENALTY",3.0,"SOME INFO",183.0,0.0,
capinfo,"HOW MUCH INFO R HAS ON DEATH PENALTY",4.0,"VERY LITTLE INFO",126.0,0.0,
capinfo,"HOW MUCH INFO R HAS ON DEATH PENALTY",8.0,"DK",5.0,0.0,*
capinfo,"HOW MUCH INFO R HAS ON DEATH PENALTY",9.0,"NA",4.0,0.0,*
capfirm,"HOW FIRM IS RS OPINION OF DEATH PENALTY",0.0,"IAP",59115.0,0.99,*
capfirm,"HOW FIRM IS RS OPINION OF DEATH PENALTY",1.0,"CHANGE VERY LIKELY",13.0,0.0,
capfirm,"HOW FIRM IS RS OPINION OF DEATH PENALTY",2.0,"SOMEWHAT LIKELY",95.0,0.0,
capfirm,"HOW FIRM IS RS OPINION OF DEATH PENALTY",3.0,"SOMEWHAT UNLIKELY",141.0,0.0,
capfirm,"HOW FIRM IS RS OPINION OF DEATH PENALTY",4.0,"CHANGE VERY UNLIKELY",216.0,0.0,
capfirm,"HOW FIRM IS RS OPINION OF DEATH PENALTY",8.0,"DK",15.0,0.0,*
capfirm,"HOW FIRM IS RS OPINION OF DEATH PENALTY",9.0,"NA",4.0,0.0,*
gunlaw,"FAVOR OR OPPOSE GUN PERMITS",0.0,"IAP",20188.0,0.34,*
gunlaw,"FAVOR OR OPPOSE GUN PERMITS",1.0,"FAVOR",29606.0,0.5,
gunlaw,"FAVOR OR OPPOSE GUN PERMITS",2.0,"OPPOSE",9008.0,0.15,
gunlaw,"FAVOR OR OPPOSE GUN PERMITS",8.0,"DK",697.0,0.01,*
gunlaw,"FAVOR OR OPPOSE GUN PERMITS",9.0,"NA",100.0,0.0,*
gunimp,"IMPORTANCE OF GUN CONTROL ISSUE TO R",0.0,"IAP",57616.0,0.97,*
gunimp,"IMPORTANCE OF GUN CONTROL ISSUE TO R",1.0,"ONE OF MOST IMP",278.0,0.0,
gunimp,"IMPORTANCE OF GUN CONTROL ISSUE TO R",2.0,"IMPORTANT",1053.0,0.02,
gunimp,"IMPORTANCE OF GUN CONTROL ISSUE TO R",3.0,"NOT VERY IMP",508.0,0.01,
gunimp,"IMPORTANCE OF GUN CONTROL ISSUE TO R",4.0,"NOT IMPORTANT",115.0,0.0,
gunimp,"IMPORTANCE OF GUN CONTROL ISSUE TO R",8.0,"DK",23.0,0.0,*
gunimp,"IMPORTANCE OF GUN CONTROL ISSUE TO R",9.0,"NA",6.0,0.0,*
guninfo,"HOW MUCH INFO DOES R HAVE ON GUN CONTROL",0.0,"IAP",59115.0,0.99,*
guninfo,"HOW MUCH INFO DOES R HAVE ON GUN CONTROL",1.0,"ALL INFO R NEEDS",67.0,0.0,
guninfo,"HOW MUCH INFO DOES R HAVE ON GUN CONTROL",2.0,"MOST OF THE INFO",105.0,0.0,
guninfo,"HOW MUCH INFO DOES R HAVE ON GUN CONTROL",3.0,"SOME INFO",194.0,0.0,
guninfo,"HOW MUCH INFO DOES R HAVE ON GUN CONTROL",4.0,"VERY LITTLE INFO",110.0,0.0,
guninfo,"HOW MUCH INFO DOES R HAVE ON GUN CONTROL",8.0,"DK",4.0,0.0,*
guninfo,"HOW MUCH INFO DOES R HAVE ON GUN CONTROL",9.0,"NA",4.0,0.0,*
gunfirm,"HOW FIRM IS RS OPINION ON GUN CONTROL",0.0,"IAP",59115.0,0.99,*
gunfirm,"HOW FIRM IS RS OPINION ON GUN CONTROL",1.0,"CHANGE VERY LIKELY",12.0,0.0,
gunfirm,"HOW FIRM IS RS OPINION ON GUN CONTROL",2.0,"SOMEWHAT LIKELY",85.0,0.0,
gunfirm,"HOW FIRM IS RS OPINION ON GUN CONTROL",3.0,"SOMEWHAT UNLIKELY",124.0,0.0,
gunfirm,"HOW FIRM IS RS OPINION ON GUN CONTROL",4.0,"CHANGE VERY UNLIKELY",249.0,0.0,
gunfirm,"HOW FIRM IS RS OPINION ON GUN CONTROL",8.0,"DK",11.0,0.0,*
gunfirm,"HOW FIRM IS RS OPINION ON GUN CONTROL",9.0,"NA",3.0,0.0,*
courts,"COURTS DEALING WITH CRIMINALS",0.0,"IAP",6051.0,0.1,*
courts,"COURTS DEALING WITH CRIMINALS",1.0,"TOO HARSH",3302.0,0.06,
courts,"COURTS DEALING WITH CRIMINALS",2.0,"NOT HARSH ENOUGH",39872.0,0.67,
courts,"COURTS DEALING WITH CRIMINALS",3.0,"ABOUT RIGHT",6791.0,0.11,
courts,"COURTS DEALING WITH CRIMINALS",8.0,"DK",3339.0,0.06,*
courts,"COURTS DEALING WITH CRIMINALS",9.0,"NA",244.0,0.0,*
courtsy,"COURTS DEALING WITH CRIMINALS-VERSION Y",0.0,"IAP",57931.0,0.97,*
courtsy,"COURTS DEALING WITH CRIMINALS-VERSION Y",1.0,"TOO HARSH",90.0,0.0,
courtsy,"COURTS DEALING WITH CRIMINALS-VERSION Y",2.0,"NOT HARSH ENOUGH",1125.0,0.02,
courtsy,"COURTS DEALING WITH CRIMINALS-VERSION Y",3.0,"ABOUT RIGHT",86.0,0.0,
courtsy,"COURTS DEALING WITH CRIMINALS-VERSION Y",8.0,"CANT SAY",348.0,0.01,*
courtsy,"COURTS DEALING WITH CRIMINALS-VERSION Y",9.0,"NA",19.0,0.0,*
crimimp,"IMPORTANCE OF CRIME ISSUE TO R",0.0,"IAP",59115.0,0.99,*
crimimp,"IMPORTANCE OF CRIME ISSUE TO R",1.0,"ONE OF MOST IMP",160.0,0.0,
crimimp,"IMPORTANCE OF CRIME ISSUE TO R",2.0,"IMPORTANT",283.0,0.0,
crimimp,"IMPORTANCE OF CRIME ISSUE TO R",3.0,"NOT VERY IMP",31.0,0.0,
crimimp,"IMPORTANCE OF CRIME ISSUE TO R",4.0,"NOT IMPORTANT",1.0,0.0,
